study,item,cue,code,answer,responses
mturk,mcconnell,name,correct,senate majority leader,102
mturk,mcconnell,photo,correct,senate majority leader,74
alumni,mcconnell,name,correct,senate minority leader,29
alumni,mcconnell,photo,correct,senate minority leader,8
mturk,mcconnell,photo,correct,majority leader of the senate,8
staff,mcconnell,name,correct,senate minority leader,8
mturk,mcconnell,name,correct,majority leader of the senate,6
mturk,mcconnell,photo,correct,leader of the senate,3
staff,mcconnell,photo,correct,senate minority leader,3
alumni,mcconnell,name,correct,minority leader senate,2
mturk,mcconnell,name,correct,majority leader of senate,2
mturk,mcconnell,name,correct,majority leader senate,2
mturk,mcconnell,name,correct,senate majority leader.,2
mturk,mcconnell,photo,correct,majority senate leader,2
mturk,mcconnell,photo,correct,senate leader,2
mturk,mcconnell,photo,correct,senate majority,2
mturk,mcconnell,photo,correct,senate majority leade,2
mturk,mcconnell,photo,correct,us senate majority leader,2
alumni,mcconnell,name,correct,head of repubs in senate,1
alumni,mcconnell,name,correct,head republican in senate,1
alumni,mcconnell,name,correct,minority leader for republicans in senate,1
alumni,mcconnell,name,correct,minority leader in the us senate,1
alumni,mcconnell,name,correct,minority leader of the senate,1
alumni,mcconnell,name,correct,"minority leader of the senate, senator from kentucky",1
alumni,mcconnell,name,correct,minority leader senate--rep.,1
alumni,mcconnell,name,correct,minority leader us senate,1
alumni,mcconnell,name,correct,"minority leader, u.s. senate",1
alumni,mcconnell,name,correct,minority spkr. u.s. senate,1
alumni,mcconnell,name,correct,republican senate leader,1
alumni,mcconnell,name,correct,republican senate minority leader,1
alumni,mcconnell,name,correct,republican senator minority leader,1
alumni,mcconnell,name,correct,"republican senator, minority leader",1
alumni,mcconnell,name,correct,republican. senate minority leader,1
alumni,mcconnell,name,correct,senatae minority leader,1
alumni,mcconnell,name,correct,"senate leader, ky senator",1
alumni,mcconnell,name,correct,senate minority leader (or is he the house minority leader?),1
alumni,mcconnell,name,correct,senate minority leader (r-ky),1
alumni,mcconnell,name,correct,senate minorty leader,1
alumni,mcconnell,name,correct,senate monority leader,1
alumni,mcconnell,name,correct,senate republican head,1
alumni,mcconnell,name,correct,senate republican leader,1
alumni,mcconnell,name,correct,u.s. senate minority leader,1
alumni,mcconnell,name,correct,us senate minority leader,1
alumni,mcconnell,name,correct,us senator from kentucky --republican and minority leader,1
alumni,mcconnell,photo,correct,minority leader us senate,1
alumni,mcconnell,photo,correct,semate minority leader,1
alumni,mcconnell,photo,correct,u.s. senator (senator minority leader),1
alumni,mcconnell,photo,correct,us senate minority leader,1
mturk,mcconnell,name,correct,house majority leader/senator from kentucky,1
mturk,mcconnell,name,correct,majority leader in senate,1
mturk,mcconnell,name,correct,majority leader of the senate.,1
mturk,mcconnell,name,correct,majority leader of the u.s. senate,1
mturk,mcconnell,name,correct,majority leader of the us senate,1
mturk,mcconnell,name,correct,majority leader of us senate,1
mturk,mcconnell,name,correct,majority senate leader,1
mturk,mcconnell,name,correct,majority senator,1
mturk,mcconnell,name,correct,rebulican senate leader,1
mturk,mcconnell,name,correct,republican senate leader,1
mturk,mcconnell,name,correct,republican senate majority leader,1
mturk,mcconnell,name,correct,senate leader,1
mturk,mcconnell,name,correct,senate leader r kentucky,1
mturk,mcconnell,name,correct,senate leader republican,1
mturk,mcconnell,name,correct,senate leader- republican,1
mturk,mcconnell,name,correct,senate maj leader republican,1
mturk,mcconnell,name,correct,senate major leader,1
mturk,mcconnell,name,correct,senate majority,1
mturk,mcconnell,name,correct,senate majority leader from kentucky,1
mturk,mcconnell,name,correct,"senate majority leader, kentucky",1
mturk,mcconnell,name,correct,"senate majority leader, republican",1
mturk,mcconnell,name,correct,senate mjority leader,1
mturk,mcconnell,name,correct,"senate, majority leader",1
mturk,mcconnell,name,correct,senator from kentucky - leader of the senate,1
mturk,mcconnell,name,correct,senator of kentucky/majority leader,1
mturk,mcconnell,name,correct,"senator, republican senate or house leader",1
mturk,mcconnell,name,correct,"senator, senate majority leader",1
mturk,mcconnell,name,correct,us senate majority leader,1
mturk,mcconnell,photo,correct,head of the senate,1
mturk,mcconnell,photo,correct,"idiot, i mean, senator and majority leader.",1
mturk,mcconnell,photo,correct,"john boehner, senate majority leader",1
mturk,mcconnell,photo,correct,leader of senate confederates.,1
mturk,mcconnell,photo,correct,majority leader in the senate,1
mturk,mcconnell,photo,correct,majority leader of the senate of us congress,1
mturk,mcconnell,photo,correct,majority leader of the us senate,1
mturk,mcconnell,photo,correct,majority leader of usa senate,1
mturk,mcconnell,photo,correct,majority leader senate,1
mturk,mcconnell,photo,correct,mcconnel senate majority leader,1
mturk,mcconnell,photo,correct,mitch [the turtle] mcconnell senate majority leader,1
mturk,mcconnell,photo,correct,"mitch mcconnell - senate majority leader - often referred to as a ""turtle"" by jon stewart",1
mturk,mcconnell,photo,correct,mitch mcconnell-republican leader in the senate,1
mturk,mcconnell,photo,correct,republican senate majority leader.,1
mturk,mcconnell,photo,correct,senate leader and lowlife,1
mturk,mcconnell,photo,correct,"senate leadership, mitch o'connell tennesse",1
mturk,mcconnell,photo,correct,senate major leader (mcconnell is a corrupt mllionair),1
mturk,mcconnell,photo,correct,senate majority leader and head turtle,1
mturk,mcconnell,photo,correct,senate majority leader mitch mcconnel,1
mturk,mcconnell,photo,correct,senate majority leader mitch mcconnell,1
mturk,mcconnell,photo,correct,senate majority leader of the united states,1
mturk,mcconnell,photo,correct,senate majority leader.,1
mturk,mcconnell,photo,correct,senate majority r kentucky,1
mturk,mcconnell,photo,correct,senate republican leader,1
mturk,mcconnell,photo,correct,senator--head of the republicans in congress,1
mturk,mcconnell,photo,correct,senator/majority leader,1
mturk,mcconnell,photo,correct,the turtle? he's the majority leader in the senate.,1
mturk,mcconnell,photo,correct,"turtle impostor, piece of shit, and senate majority leader",1
mturk,mcconnell,photo,correct,us senator (r) / senate majority leader,1
staff,mcconnell,name,correct,"minority leader, us senate",1
staff,mcconnell,name,correct,"rep leader, senate",1
staff,mcconnell,name,correct,republican leader of the senate,1
staff,mcconnell,name,correct,"seantor, minority leader of the senate",1
staff,mcconnell,photo,correct,ky senator; senate minority leader,1
staff,mcconnell,photo,correct,minority leader in senate,1
staff,mcconnell,photo,correct,"mitch mcconnell, senate minority leader from kentucky",1
mturk,mcconnell,photo,dk,,216
mturk,mcconnell,name,dk,,203
alumni,mcconnell,photo,dk,,71
alumni,mcconnell,name,dk,,53
staff,mcconnell,photo,dk,,41
staff,mcconnell,name,dk,,31
mturk,mcconnell,photo,dk,don't know,17
mturk,mcconnell,name,dk,don't know,13
mturk,mcconnell,photo,dk,dont know,9
mturk,mcconnell,photo,dk,i don't know,8
alumni,mcconnell,photo,dk,no idea,6
mturk,mcconnell,photo,dk,i dont know,5
alumni,mcconnell,name,dk,don't know,4
staff,mcconnell,photo,dk,don't know,4
alumni,mcconnell,name,dk,?,3
alumni,mcconnell,name,dk,no idea,3
alumni,mcconnell,photo,dk,don't know,3
mturk,mcconnell,name,dk,i don't know,3
mturk,mcconnell,name,dk,i dont know,3
mturk,mcconnell,photo,dk,idk,3
staff,mcconnell,name,dk,no clue,3
mturk,mcconnell,name,dk,dont know,2
mturk,mcconnell,photo,dk,do not know,2
mturk,mcconnell,photo,dk,no idea,2
mturk,mcconnell,photo,dk,not sure,2
staff,mcconnell,name,dk,?,2
staff,mcconnell,name,dk,no idea,2
alumni,mcconnell,name,dk,i do not know,1
alumni,mcconnell,name,dk,not sure,1
alumni,mcconnell,photo,dk,?,1
alumni,mcconnell,photo,dk,??,1
alumni,mcconnell,photo,dk,don't know.,1
alumni,mcconnell,photo,dk,npr listener - no idea what people look like,1
mturk,mcconnell,name,dk,na,1
mturk,mcconnell,name,dk,recognize name but dont know position,1
mturk,mcconnell,photo,dk,?,1
mturk,mcconnell,photo,dk,can't remember his name - john banner ?,1
mturk,mcconnell,photo,dk,cant remember,1
mturk,mcconnell,photo,dk,don't know.,1
mturk,mcconnell,photo,dk,i do not know,1
mturk,mcconnell,photo,dk,know who it is but can't remember position,1
mturk,mcconnell,photo,dk,n/a,1
mturk,mcconnell,photo,dk,no clue...,1
staff,mcconnell,name,dk,???,1
staff,mcconnell,name,dk,do not know,1
staff,mcconnell,name,dk,don't know,1
staff,mcconnell,name,dk,i don't know,1
staff,mcconnell,photo,dk,do not recognize,1
mturk,mcconnell,name,incorrect,speaker of the house,14
mturk,mcconnell,photo,incorrect,speaker of the house,9
alumni,mcconnell,photo,incorrect,congressman,6
mturk,mcconnell,name,incorrect,house majority leader,6
mturk,mcconnell,photo,incorrect,house majority leader,6
mturk,mcconnell,name,incorrect,republican,5
mturk,mcconnell,photo,incorrect,ceo,5
alumni,mcconnell,name,incorrect,congressman,4
alumni,mcconnell,photo,incorrect,judge,4
alumni,mcconnell,photo,incorrect,representative,4
alumni,mcconnell,name,incorrect,house minority leader,3
alumni,mcconnell,name,incorrect,republican,3
mturk,mcconnell,name,incorrect,governor,3
alumni,mcconnell,name,incorrect,us congressman,2
mturk,mcconnell,name,incorrect,congress,2
mturk,mcconnell,name,incorrect,congressman,2
mturk,mcconnell,photo,incorrect,house representative,2
mturk,mcconnell,photo,incorrect,republican speaker,2
staff,mcconnell,photo,incorrect,house minority leader,2
staff,mcconnell,photo,incorrect,politician,2
alumni,mcconnell,name,incorrect,again - i have lived overseas for 10 years. i believe he is an american politician,1
alumni,mcconnell,name,incorrect,british prime minister,1
alumni,mcconnell,name,incorrect,"committee chair, house of rep",1
alumni,mcconnell,name,incorrect,house majority leader,1
alumni,mcconnell,name,incorrect,house majority leader?,1
alumni,mcconnell,name,incorrect,"house(?) minority leader -- also i realized napolitano is secretary of homeland security right after i hit the ""next"" button on the last screen",1
alumni,mcconnell,name,incorrect,majority whip,1
alumni,mcconnell,name,incorrect,minority leader house,1
alumni,mcconnell,name,incorrect,minority leader of the house of representatives,1
alumni,mcconnell,name,incorrect,"minority leader, house of reps",1
alumni,mcconnell,name,incorrect,minority whip,1
alumni,mcconnell,name,incorrect,politician,1
alumni,mcconnell,name,incorrect,republican house leader,1
alumni,mcconnell,name,incorrect,republican whip,1
alumni,mcconnell,name,incorrect,senior reoublican in house of representatives,1
alumni,mcconnell,name,incorrect,supreme idiot,1
alumni,mcconnell,name,incorrect,vice pm uk,1
alumni,mcconnell,photo,incorrect,businessman,1
alumni,mcconnell,photo,incorrect,cabinet member,1
alumni,mcconnell,photo,incorrect,chief justice,1
alumni,mcconnell,photo,incorrect,columnist,1
alumni,mcconnell,photo,incorrect,congress,1
alumni,mcconnell,photo,incorrect,fed reserve,1
alumni,mcconnell,photo,incorrect,governor,1
alumni,mcconnell,photo,incorrect,justice,1
alumni,mcconnell,photo,incorrect,leader - house of representatives,1
alumni,mcconnell,photo,incorrect,legislator,1
alumni,mcconnell,photo,incorrect,minority whip,1
alumni,mcconnell,photo,incorrect,not a clue,1
alumni,mcconnell,photo,incorrect,politician,1
alumni,mcconnell,photo,incorrect,politics,1
alumni,mcconnell,photo,incorrect,reporter,1
alumni,mcconnell,photo,incorrect,republican chied,1
alumni,mcconnell,photo,incorrect,secretary of defense,1
alumni,mcconnell,photo,incorrect,supreme court justice,1
alumni,mcconnell,photo,incorrect,supreme court?,1
alumni,mcconnell,photo,incorrect,u.s. representative?,1
alumni,mcconnell,photo,incorrect,us something based on flag-govt person,1
alumni,mcconnell,photo,incorrect,vice presidnet,1
mturk,mcconnell,name,incorrect,',1
mturk,mcconnell,name,incorrect,1,1
mturk,mcconnell,name,incorrect,2,1
mturk,mcconnell,name,incorrect,asshat,1
mturk,mcconnell,name,incorrect,asshole republican,1
mturk,mcconnell,name,incorrect,conservative,1
mturk,mcconnell,name,incorrect,defense secretary,1
mturk,mcconnell,name,incorrect,democratic congress lead,1
mturk,mcconnell,name,incorrect,don't konw,1
mturk,mcconnell,name,incorrect,dweeb,1
mturk,mcconnell,name,incorrect,extreme conservative,1
mturk,mcconnell,name,incorrect,former house speaker,1
mturk,mcconnell,name,incorrect,govenor of ky,1
mturk,mcconnell,name,incorrect,government turtleperson,1
mturk,mcconnell,name,incorrect,head republican,1
mturk,mcconnell,name,incorrect,house minority leader,1
mturk,mcconnell,name,incorrect,house minority speaker,1
mturk,mcconnell,name,incorrect,"i know he's a politician, but that's all.",1
mturk,mcconnell,name,incorrect,in the house,1
mturk,mcconnell,name,incorrect,"majority leader, hor",1
mturk,mcconnell,name,incorrect,majority speaker,1
mturk,mcconnell,name,incorrect,minorityy speaker of the republian house of rep,1
mturk,mcconnell,name,incorrect,news host,1
mturk,mcconnell,name,incorrect,politican,1
mturk,mcconnell,name,incorrect,politician of some sort?,1
mturk,mcconnell,name,incorrect,politics,1
mturk,mcconnell,name,incorrect,politics man,1
mturk,mcconnell,name,incorrect,rep. speaker,1
mturk,mcconnell,name,incorrect,representative - (r) house majority leader,1
mturk,mcconnell,name,incorrect,republican congressman,1
mturk,mcconnell,name,incorrect,republican house majority leader,1
mturk,mcconnell,name,incorrect,republican representative,1
mturk,mcconnell,name,incorrect,republican whip,1
mturk,mcconnell,name,incorrect,secretary,1
mturk,mcconnell,name,incorrect,secretary of state,1
mturk,mcconnell,name,incorrect,us congressman,1
mturk,mcconnell,name,incorrect,"us politician, unknown position",1
mturk,mcconnell,photo,incorrect,accountant,1
mturk,mcconnell,photo,incorrect,attorney general,1
mturk,mcconnell,photo,incorrect,bank manager,1
mturk,mcconnell,photo,incorrect,chairman of house,1
mturk,mcconnell,photo,incorrect,congress,1
mturk,mcconnell,photo,incorrect,conservative,1
mturk,mcconnell,photo,incorrect,denture salesman,1
mturk,mcconnell,photo,incorrect,don' know,1
mturk,mcconnell,photo,incorrect,"don,t know",1
mturk,mcconnell,photo,incorrect,flunky,1
mturk,mcconnell,photo,incorrect,governor,1
mturk,mcconnell,photo,incorrect,harry reid,1
mturk,mcconnell,photo,incorrect,he's against immigration and against wanting to do anything about climate change,1
mturk,mcconnell,photo,incorrect,house gop leader,1
mturk,mcconnell,photo,incorrect,house majority leader.,1
mturk,mcconnell,photo,incorrect,house minority leader mitch mcconnel,1
mturk,mcconnell,photo,incorrect,house of representatives,1
mturk,mcconnell,photo,incorrect,i have seen him involved with press releases.,1
mturk,mcconnell,photo,incorrect,"i know that's mitch mcconnell, i believe he's the former speaker of the house, and the republican party chair",1
mturk,mcconnell,photo,incorrect,lawyer,1
mturk,mcconnell,photo,incorrect,mcconnel,1
mturk,mcconnell,photo,incorrect,minority leader,1
mturk,mcconnell,photo,incorrect,mitch mcconnel - speaker of the house,1
mturk,mcconnell,photo,incorrect,mitch mcconnell is minority speaker of the house (r),1
mturk,mcconnell,photo,incorrect,"mitch mcconnell, speaker of the house :(",1
mturk,mcconnell,photo,incorrect,mitch mconnel,1
mturk,mcconnell,photo,incorrect,news person,1
mturk,mcconnell,photo,incorrect,prme minsiter,1
mturk,mcconnell,photo,incorrect,professor,1
mturk,mcconnell,photo,incorrect,rep speker,1
mturk,mcconnell,photo,incorrect,representative,1
mturk,mcconnell,photo,incorrect,republican house majority leader,1
mturk,mcconnell,photo,incorrect,rino,1
mturk,mcconnell,photo,incorrect,secretary of state,1
mturk,mcconnell,photo,incorrect,speaker,1
mturk,mcconnell,photo,incorrect,speaker of house,1
mturk,mcconnell,photo,incorrect,trump's chief of staff,1
mturk,mcconnell,photo,incorrect,u/k,1
mturk,mcconnell,photo,incorrect,was speaker of the house.,1
staff,mcconnell,name,incorrect,asst cfo,1
staff,mcconnell,name,incorrect,author,1
staff,mcconnell,name,incorrect,california state dude?,1
staff,mcconnell,name,incorrect,congress republican,1
staff,mcconnell,name,incorrect,congressional representative,1
staff,mcconnell,name,incorrect,english ?,1
staff,mcconnell,name,incorrect,house minority leader,1
staff,mcconnell,name,incorrect,house minority leader?,1
staff,mcconnell,name,incorrect,leader opposition,1
staff,mcconnell,name,incorrect,middle east convoy,1
staff,mcconnell,name,incorrect,minority leader in house of reps,1
staff,mcconnell,name,incorrect,minority leader of the house of representatives,1
staff,mcconnell,name,incorrect,state treasurer,1
staff,mcconnell,name,incorrect,super of schools,1
staff,mcconnell,name,incorrect,unknown,1
staff,mcconnell,name,incorrect,us congressman - minority whip,1
staff,mcconnell,name,incorrect,us miliary something? or spokesperson,1
staff,mcconnell,photo,incorrect,a republican,1
staff,mcconnell,photo,incorrect,chief of staff,1
staff,mcconnell,photo,incorrect,congressman,1
staff,mcconnell,photo,incorrect,democratic party head,1
staff,mcconnell,photo,incorrect,diplomat,1
staff,mcconnell,photo,incorrect,general,1
staff,mcconnell,photo,incorrect,government official,1
staff,mcconnell,photo,incorrect,mcconnell,1
staff,mcconnell,photo,incorrect,mike mcconnell is house minority leader,1
staff,mcconnell,photo,incorrect,mitch mcconnell,1
staff,mcconnell,photo,incorrect,president advisor,1
staff,mcconnell,photo,incorrect,representative,1
staff,mcconnell,photo,incorrect,republican,1
staff,mcconnell,photo,incorrect,speaker of the house,1
staff,mcconnell,photo,incorrect,supreme court justice?,1
staff,mcconnell,photo,incorrect,treasury?,1
staff,mcconnell,photo,incorrect,unknown,1
staff,mcconnell,photo,incorrect,us congressman,1
mturk,mcconnell,name,partial,senator,38
mturk,mcconnell,photo,partial,senator,26
mturk,mcconnell,name,partial,majority leader,19
alumni,mcconnell,name,partial,senator,15
staff,mcconnell,name,partial,senator,12
alumni,mcconnell,photo,partial,senator,9
mturk,mcconnell,name,partial,republican senator,7
mturk,mcconnell,photo,partial,majority leader,7
mturk,mcconnell,name,partial,us senator,5
alumni,mcconnell,name,partial,minority leader,4
alumni,mcconnell,photo,partial,us senator,4
staff,mcconnell,photo,partial,senator,4
alumni,mcconnell,name,partial,senator?,3
mturk,mcconnell,name,partial,senate,3
mturk,mcconnell,name,partial,senate minority leader,3
mturk,mcconnell,photo,partial,senate,3
mturk,mcconnell,photo,partial,us senator,3
alumni,mcconnell,name,partial,senator from kentucky,2
alumni,mcconnell,name,partial,us senator,2
mturk,mcconnell,name,partial,ky senator,2
mturk,mcconnell,name,partial,republican majority leader,2
mturk,mcconnell,name,partial,united states senator,2
mturk,mcconnell,photo,partial,senate minority leader,2
staff,mcconnell,name,partial,kentucky senator,2
alumni,mcconnell,name,partial,republican senator,1
alumni,mcconnell,name,partial,republican senator from kentucky,1
alumni,mcconnell,name,partial,senate minority whip,1
alumni,mcconnell,name,partial,senator or representative,1
alumni,mcconnell,name,partial,u s senate whip,1
alumni,mcconnell,name,partial,us republican senator or representative,1
alumni,mcconnell,name,partial,"us senator, gop-ky",1
alumni,mcconnell,photo,partial,mcconnell republican senate,1
alumni,mcconnell,photo,partial,member u.s. senate,1
alumni,mcconnell,photo,partial,"mitch mcconell, us senator",1
alumni,mcconnell,photo,partial,senate chief officer,1
alumni,mcconnell,photo,partial,senate majority leader,1
alumni,mcconnell,photo,partial,senate?,1
alumni,mcconnell,photo,partial,senator mcconnell (ky?),1
alumni,mcconnell,photo,partial,"senator mitch mcconnell, kentucky",1
alumni,mcconnell,photo,partial,u.s. senate majority leader,1
alumni,mcconnell,photo,partial,us senator ???,1
mturk,mcconnell,name,partial,congress man or senator?,1
mturk,mcconnell,name,partial,he is a united states senator,1
mturk,mcconnell,name,partial,house of represenattives,1
mturk,mcconnell,name,partial,majority leader (republican),1
mturk,mcconnell,name,partial,majority leader republicans,1
mturk,mcconnell,name,partial,minority leader of the senate,1
mturk,mcconnell,name,partial,r - senator,1
mturk,mcconnell,name,partial,republican senator - (pro-tem?),1
mturk,mcconnell,name,partial,sen. majority leader,1
mturk,mcconnell,name,partial,senate pro tempore,1
mturk,mcconnell,name,partial,senate speaker,1
mturk,mcconnell,name,partial,senater,1
mturk,mcconnell,name,partial,senator (gop),1
mturk,mcconnell,name,partial,senator (repub),1
mturk,mcconnell,name,partial,senator from kentucky,1
mturk,mcconnell,name,partial,senator from ky,1
mturk,mcconnell,name,partial,senator of kentucky,1
mturk,mcconnell,name,partial,senator r-kentucky,1
mturk,mcconnell,name,partial,"senator, kemtucky",1
mturk,mcconnell,name,partial,"senator, republican",1
mturk,mcconnell,name,partial,senator?,1
mturk,mcconnell,name,partial,senior us seantor kentucky,1
mturk,mcconnell,name,partial,some republican senate position,1
mturk,mcconnell,name,partial,u s senater,1
mturk,mcconnell,name,partial,u.s. senator,1
mturk,mcconnell,name,partial,us senate,1
mturk,mcconnell,photo,partial,"big wig republican, majority leader",1
mturk,mcconnell,photo,partial,democrat senator,1
mturk,mcconnell,photo,partial,kentucky senator,1
mturk,mcconnell,photo,partial,"mitch mcconnell, senator, kentucky bourbon hound",1
mturk,mcconnell,photo,partial,republican majority leader mitch mcconnell,1
mturk,mcconnell,photo,partial,republican senate in charge,1
mturk,mcconnell,photo,partial,republican senator,1
mturk,mcconnell,photo,partial,republican/senate,1
mturk,mcconnell,photo,partial,sen majority leader,1
mturk,mcconnell,photo,partial,senate maj ldr,1
mturk,mcconnell,photo,partial,senate majority whip,1
mturk,mcconnell,photo,partial,senate republican whip,1
mturk,mcconnell,photo,partial,senator from kentucky,1
mturk,mcconnell,photo,partial,senator mitch mcconnell,1
mturk,mcconnell,photo,partial,speaker of the senate,1
staff,mcconnell,name,partial,not sure. senator or u.s. rep.,1
staff,mcconnell,name,partial,republican senator,1
staff,mcconnell,name,partial,senator (not sure which southern state),1
staff,mcconnell,name,partial,senator (not sure which state),1
staff,mcconnell,name,partial,senator from kentucky,1
staff,mcconnell,name,partial,united states senator,1
staff,mcconnell,name,partial,us senater,1
staff,mcconnell,name,partial,us senator,1
staff,mcconnell,photo,partial,senate,1
staff,mcconnell,photo,partial,senator(maybe),1
mturk,merkel,photo,correct,chancellor of germany,74
mturk,merkel,name,correct,chancellor of germany,68
mturk,merkel,name,correct,german chancellor,63
mturk,merkel,photo,correct,german chancellor,38
mturk,merkel,name,correct,prime minister of germany,34
alumni,merkel,name,correct,chancellor of germany,29
alumni,merkel,name,correct,german chancellor,27
mturk,merkel,name,correct,german prime minister,20
mturk,merkel,photo,correct,prime minister of germany,20
mturk,merkel,name,correct,leader of germany,15
staff,merkel,name,correct,chancellor of germany,14
alumni,merkel,name,correct,prime minister of germany,13
alumni,merkel,photo,correct,chancellor of germany,12
mturk,merkel,name,correct,german chancelor,11
alumni,merkel,photo,correct,german chancellor,10
staff,merkel,name,correct,german chancellor,10
mturk,merkel,photo,correct,german prime minister,9
alumni,merkel,name,correct,german prime minister,7
mturk,merkel,name,correct,german leader,7
mturk,merkel,photo,correct,pm of germany,7
mturk,merkel,name,correct,germany chancellor,6
mturk,merkel,name,correct,pm of germany,6
alumni,merkel,name,correct,german chancelor,5
alumni,merkel,name,correct,"prime minister, germany",5
alumni,merkel,photo,correct,prime minister of germany,5
mturk,merkel,name,correct,head of germany,5
mturk,merkel,photo,correct,chancelor of germany,5
alumni,merkel,name,correct,chancellor germany,4
alumni,merkel,photo,correct,chancellor,4
mturk,merkel,name,correct,chancelor of germany,4
mturk,merkel,name,correct,german pm,4
mturk,merkel,photo,correct,chancellor germany,4
mturk,merkel,photo,correct,leader of germany,4
alumni,merkel,name,correct,"chancellor, germany",3
alumni,merkel,photo,correct,german prime minister,3
mturk,merkel,name,correct,chancellor germany,3
mturk,merkel,photo,correct,chancellor of germany.,3
mturk,merkel,photo,correct,german leader,3
staff,merkel,name,correct,germany chancellor,3
staff,merkel,photo,correct,german chancellor,3
alumni,merkel,name,correct,leader of germany,2
alumni,merkel,photo,correct,prime minister germany,2
mturk,merkel,name,correct,germany leader,2
mturk,merkel,name,correct,germany pm,2
mturk,merkel,name,correct,prime minister germany,2
mturk,merkel,photo,correct,chancellor,2
mturk,merkel,photo,correct,german chancelor,2
mturk,merkel,photo,correct,germany chancellor,2
staff,merkel,name,correct,prime minister of germany,2
staff,merkel,photo,correct,chancellor of germany,2
staff,merkel,photo,correct,german prime minister,2
staff,merkel,photo,correct,prime minister of germany,2
alumni,merkel,name,correct,chanceller of germany,1
alumni,merkel,name,correct,chancelor germany,1
alumni,merkel,name,correct,chancelor of germany,1
alumni,merkel,name,correct,german chancelier,1
alumni,merkel,name,correct,german chancellor (head of state),1
alumni,merkel,name,correct,german chancellor (prime minister),1
alumni,merkel,name,correct,german executive branch head (chancellor?),1
alumni,merkel,name,correct,german head of state,1
alumni,merkel,name,correct,german kansler,1
alumni,merkel,name,correct,german pm,1
alumni,merkel,name,correct,german pm or pres.,1
alumni,merkel,name,correct,german premier,1
alumni,merkel,name,correct,germany --chancellor,1
alumni,merkel,name,correct,germany's head of state,1
alumni,merkel,name,correct,germay prime minister,1
alumni,merkel,name,correct,head of german government,1
alumni,merkel,name,correct,head of germany,1
alumni,merkel,name,correct,"head of state, germany",1
alumni,merkel,name,correct,pm of germany,1
alumni,merkel,name,correct,"premier, germany",1
alumni,merkel,name,correct,president or prime minister of germany,1
alumni,merkel,name,correct,prime minister german republic,1
alumni,merkel,name,correct,prime minister germany,1
alumni,merkel,photo,correct,??? german chancellor ???,1
alumni,merkel,photo,correct,"angela merkel, german chancellor",1
alumni,merkel,photo,correct,bundeskanzlerin germany,1
alumni,merkel,photo,correct,"chancellor, german republic",1
alumni,merkel,photo,correct,chancelor of germany,1
alumni,merkel,photo,correct,elected head of germany,1
alumni,merkel,photo,correct,"forbundskansler, germany",1
alumni,merkel,photo,correct,german chancellor angela merckel,1
alumni,merkel,photo,correct,german chancellor angela merkel,1
alumni,merkel,photo,correct,germany prime minister,1
alumni,merkel,photo,correct,germany's prime minister,1
alumni,merkel,photo,correct,merkel pm of germany,1
alumni,merkel,photo,correct,pm of germany,1
alumni,merkel,photo,correct,primeminister of germany,1
mturk,merkel,name,correct,canceler,1
mturk,merkel,name,correct,chancellor of gemany,1
mturk,merkel,name,correct,chancellor of german,1
mturk,merkel,name,correct,chancellor or germany,1
mturk,merkel,name,correct,"chancellor, germany",1
mturk,merkel,name,correct,chancelor or prime minister of germany,1
mturk,merkel,name,correct,chanchlor of germany,1
mturk,merkel,name,correct,gemeran prime minister,1
mturk,merkel,name,correct,german chacellor,1
mturk,merkel,name,correct,german chancelleor,1
mturk,merkel,name,correct,german chancellor or something like that,1
